age,gender,province
27,Female,Ontario
29,Male,Alberta
48,Male,Ontario
54,Male,British Columbia
33,Male,Ontario
47,Female,New Brunswick
62,Male,Alberta
71,Female,Ontario
32,Female,Ontario
80,Male,Manitoba
80,Male,Ontario
20,Male,Quebec
60,Male,British Columbia
72,Female,Quebec
37,Female,Quebec
58,Male,Nova Scotia
20,Male,Alberta
68,Female,Ontario
66,Female,Quebec
57,Male,New Brunswick
19,Male,British Columbia
23,Male,British Columbia
80,Female,Quebec
64,Male,British Columbia
70,Male,British Columbia
64,Male,Manitoba
40,Female,Prince Edward Island
68,Female,Ontario
60,Female,Ontario
34,Female,Alberta
45,Male,Saskatchewan
77,Female,Ontario
59,Female,British Columbia
80,Female,British Columbia
50,Male,Quebec
65,Male,Quebec
75,Male,Ontario
52,Male,Quebec
35,Male,New Brunswick
71,Female,Ontario
31,Female,New Brunswick
64,Female,Ontario
44,Female,Quebec
45,Female,Newfoundland and Labrador
56,Male,Quebec
38,Female,Ontario
60,Female,Ontario
47,Female,Quebec
39,Male,Ontario
20,Male,British Columbia
56,Female,British Columbia
33,Female,Ontario
63,Female,Saskatchewan
42,Female,Prince Edward Island
69,Female,British Columbia
60,Male,Nova Scotia
36,Female,Saskatchewan
80,Female,British Columbia
27,Male,Prince Edward Island
45,Female,Alberta
54,Male,Saskatchewan
59,Female,Newfoundland and Labrador
58,Female,Ontario
55,Male,Quebec
42,Male,Ontario
57,Male,Quebec
44,Female,Ontario
35,Male,Newfoundland and Labrador
30,Female,Ontario
79,Male,Quebec
20,Male,Saskatchewan
21,Female,Quebec
72,Male,Saskatchewan
70,Female,Quebec
56,Female,Manitoba
35,Male,Ontario
55,Male,Manitoba
57,Female,Ontario
62,Female,Newfoundland and Labrador
36,Female,Quebec
69,Male,Alberta
33,Female,Manitoba
63,Female,Quebec
80,Female,Saskatchewan
26,Male,Newfoundland and Labrador
59,Male,Quebec
49,Female,Ontario
66,Female,New Brunswick
71,Male,Ontario
64,Male,Ontario
32,Male,New Brunswick
59,Male,Ontario
80,Female,Quebec
20,Male,Ontario
71,Male,British Columbia
40,Female,Ontario
42,Female,Newfoundland and Labrador
19,Male,Ontario
62,Female,Ontario
76,Male,Ontario
45,Female,Ontario
48,Female,Quebec
58,Female,Ontario
43,Male,Ontario
67,Male,Prince Edward Island
25,Female,Quebec
53,Female,Ontario
63,Female,Nova Scotia
69,Female,Ontario
27,Female,Ontario
67,Male,Quebec
79,Female,Ontario
34,Female,Prince Edward Island
65,Male,Quebec
57,Female,Quebec
58,Male,Manitoba
80,Male,Saskatchewan
39,Male,Alberta
59,Female,Quebec
62,Female,Quebec
36,Female,Ontario
56,Female,Alberta
36,Female,Ontario
29,Male,Saskatchewan
38,Male,British Columbia
22,Female,Alberta
80,Female,Prince Edward Island
27,Female,Ontario
70,Female,Ontario
18,Male,Quebec
70,Female,New Brunswick
37,Female,Alberta
34,Male,Manitoba
48,Male,Quebec
62,Female,Ontario
70,Female,Saskatchewan
57,Female,Ontario
34,Female,Ontario
53,Male,Ontario
53,Male,Ontario
73,Female,Quebec
71,Female,British Columbia
80,Female,British Columbia
68,Male,Quebec
54,Male,Ontario
33,Male,British Columbia
30,Male,British Columbia
36,Female,Prince Edward Island
39,Male,Newfoundland and Labrador
52,Female,Quebec
63,Female,Saskatchewan
36,Male,British Columbia
73,Male,Nova Scotia
71,Female,Newfoundland and Labrador
42,Male,Manitoba
68,Male,Alberta
74,Male,Quebec
66,Male,Saskatchewan
55,Female,Ontario
38,Male,Quebec
80,Male,New Brunswick
80,Male,Ontario
53,Female,Quebec
57,Male,Quebec
65,Male,British Columbia
24,Male,Ontario
60,Male,Nova Scotia
27,Female,Quebec
75,Female,Quebec
58,Female,Nova Scotia
53,Male,New Brunswick
25,Male,Ontario
55,Female,Ontario
57,Male,New Brunswick
46,Female,Ontario
27,Male,Quebec
67,Male,Ontario
27,Female,Nova Scotia
80,Female,New Brunswick
39,Female,Saskatchewan
24,Male,Alberta
63,Female,Ontario
23,Male,New Brunswick
76,Male,Quebec
65,Male,British Columbia
65,Female,Ontario
77,Female,British Columbia
42,Female,New Brunswick
79,Female,New Brunswick
33,Male,Ontario
44,Female,Quebec
59,Male,British Columbia
37,Male,Ontario
18,Female,Quebec
64,Female,Ontario
31,Female,Manitoba
32,Female,Ontario
47,Male,Quebec
62,Male,Quebec
46,Female,Saskatchewan
19,Male,Manitoba
47,Female,Ontario
44,Male,Quebec
57,Female,Manitoba
31,Male,New Brunswick
72,Female,Manitoba
80,Female,Manitoba
56,Male,Ontario
77,Male,Ontario
25,Female,Alberta
36,Female,Newfoundland and Labrador
58,Male,Manitoba
47,Female,Newfoundland and Labrador
80,Female,New Brunswick
36,Female,Saskatchewan
68,Female,Quebec
56,Male,New Brunswick
43,Male,Quebec
60,Female,Saskatchewan
75,Female,Newfoundland and Labrador
26,Female,British Columbia
50,Female,British Columbia
80,Female,New Brunswick
30,Female,Prince Edward Island
61,Female,Nova Scotia
28,Female,Quebec
29,Female,New Brunswick
32,Male,Saskatchewan
47,Female,Ontario
35,Male,Ontario
70,Male,Ontario
63,Male,New Brunswick
80,Female,New Brunswick
47,Female,Quebec
80,Female,Ontario
49,Male,Nova Scotia
43,Female,Quebec
40,Male,Manitoba
35,Male,Ontario
78,Male,Ontario
49,Male,Quebec
29,Female,Quebec
34,Male,New Brunswick
57,Female,Quebec
50,Male,British Columbia
27,Female,Quebec
25,Female,Alberta
72,Male,British Columbia
43,Female,Ontario
38,Female,Ontario
70,Male,Alberta
42,Female,Quebec
80,Female,Ontario
31,Male,Ontario
45,Female,Ontario
79,Male,New Brunswick
74,Female,Quebec
68,Female,Quebec
64,Male,Quebec
72,Female,Saskatchewan
49,Female,British Columbia
30,Female,New Brunswick
74,Female,Ontario
34,Female,Saskatchewan
44,Male,Ontario
33,Male,Saskatchewan
80,Female,Ontario
52,Male,Ontario
75,Female,Ontario
37,Male,Quebec
66,Female,British Columbia
56,Female,Quebec
43,Male,Nova Scotia
71,Female,Prince Edward Island
55,Female,Nova Scotia
55,Male,Prince Edward Island
76,Female,Newfoundland and Labrador
76,Female,Alberta
54,Male,Manitoba
62,Male,Alberta
35,Female,New Brunswick
48,Male,Saskatchewan
49,Female,Alberta
64,Female,Manitoba
35,Male,Nova Scotia
67,Female,Ontario
29,Female,Ontario
40,Male,New Brunswick
47,Male,Ontario
77,Female,Quebec
49,Male,Quebec
28,Female,Quebec
32,Female,New Brunswick
62,Female,British Columbia
55,Male,Ontario
56,Female,British Columbia
43,Female,Alberta
61,Female,Ontario
80,Male,Alberta
41,Female,Quebec
49,Male,Ontario
37,Female,British Columbia
43,Male,Ontario
20,Female,Ontario
34,Female,British Columbia
70,Male,Newfoundland and Labrador
71,Male,British Columbia
40,Female,Newfoundland and Labrador
70,Female,British Columbia
79,Male,Manitoba
46,Female,British Columbia
31,Male,Quebec
37,Male,Ontario
21,Male,Saskatchewan
32,Female,Manitoba
80,Female,Alberta
56,Male,New Brunswick
66,Male,Quebec
63,Male,Ontario
43,Male,Alberta
42,Female,New Brunswick
57,Female,Manitoba
80,Male,British Columbia
52,Female,Nova Scotia
68,Female,Quebec
33,Male,Quebec
39,Male,British Columbia
75,Female,Ontario
51,Female,Prince Edward Island
55,Female,Quebec
64,Female,Ontario
26,Female,Saskatchewan
47,Female,Quebec
77,Female,Ontario
24,Female,Quebec
46,Male,Alberta
70,Female,Quebec
41,Male,Saskatchewan
80,Female,Ontario
71,Male,British Columbia
49,Male,Ontario
32,Male,Newfoundland and Labrador
41,Male,Ontario
53,Male,Manitoba
35,Female,Quebec
48,Male,Ontario
45,Male,British Columbia
44,Female,Ontario
30,Male,Prince Edward Island
30,Male,Ontario
65,Female,Ontario
36,Male,Manitoba
70,Male,Alberta
45,Male,Ontario
70,Male,Quebec
29,Male,British Columbia
35,Female,Ontario
45,Female,Quebec
57,Female,Nova Scotia
48,Female,British Columbia
70,Male,Newfoundland and Labrador
75,Female,Alberta
27,Male,Quebec
58,Female,Quebec
47,Male,Nova Scotia
52,Female,Newfoundland and Labrador
68,Male,British Columbia
62,Male,Ontario
80,Female,Quebec
59,Male,Alberta
66,Male,New Brunswick
57,Male,Nova Scotia
57,Male,Saskatchewan
49,Female,Alberta
71,Female,Quebec
76,Male,Quebec
80,Female,Ontario
24,Female,British Columbia
80,Female,Nova Scotia
27,Female,Prince Edward Island
54,Male,Saskatchewan
37,Male,British Columbia
61,Male,Ontario
61,Female,Ontario
37,Male,Ontario
34,Female,Saskatchewan
64,Female,Quebec
70,Female,Ontario
57,Male,Ontario
24,Male,Alberta
74,Female,Ontario
59,Female,Ontario
33,Female,Ontario
33,Male,Manitoba
48,Female,Ontario
28,Male,Alberta
43,Female,Ontario
78,Female,Ontario
51,Male,British Columbia
51,Female,Quebec
68,Female,New Brunswick
40,Female,Quebec
31,Female,Manitoba
76,Female,Ontario
53,Male,Quebec
37,Female,Saskatchewan
70,Female,Quebec
68,Female,Quebec
63,Female,New Brunswick
58,Male,Ontario
29,Female,Ontario
56,Male,Ontario
48,Male,Quebec
52,Male,New Brunswick
64,Male,Nova Scotia
53,Male,Alberta
63,Male,British Columbia
51,Female,New Brunswick
64,Male,Ontario
60,Female,Quebec
39,Female,Newfoundland and Labrador
58,Female,Newfoundland and Labrador
57,Female,Ontario
35,Male,British Columbia
64,Female,Ontario
56,Male,Ontario
72,Female,Ontario
42,Female,Ontario
42,Male,Quebec
56,Male,New Brunswick
80,Female,Ontario
60,Female,Ontario
28,Male,British Columbia
46,Female,Nova Scotia
79,Male,Ontario
65,Female,Ontario
80,Male,Alberta
71,Female,Manitoba
52,Male,Quebec
59,Male,Alberta
38,Male,Ontario
80,Female,Ontario
46,Female,Alberta
61,Female,British Columbia
29,Female,British Columbia
37,Female,British Columbia
44,Male,Alberta
60,Female,Nova Scotia
55,Male,Manitoba
70,Male,Quebec
45,Male,New Brunswick
50,Female,Newfoundland and Labrador
22,Female,Ontario
73,Male,Ontario
31,Male,Quebec
47,Female,Quebec
30,Female,Ontario
76,Male,Quebec
55,Male,Manitoba
54,Male,Alberta
67,Female,Newfoundland and Labrador
68,Male,British Columbia
58,Female,British Columbia
65,Female,Ontario
76,Female,Alberta
80,Male,Nova Scotia
43,Male,Quebec
79,Male,British Columbia
23,Female,New Brunswick
27,Female,Nova Scotia
47,Female,Ontario
33,Male,British Columbia
37,Male,Ontario
35,Male,Ontario
27,Male,Nova Scotia
70,Male,British Columbia
63,Female,British Columbia
79,Female,British Columbia
20,Male,Quebec
53,Male,Quebec
78,Female,Quebec
72,Male,British Columbia
28,Female,British Columbia
53,Male,Ontario
34,Female,Alberta
58,Male,Manitoba
80,Female,New Brunswick
74,Female,Ontario
22,Female,Manitoba
57,Male,Quebec
56,Male,Nova Scotia
34,Female,Quebec
80,Female,Saskatchewan
42,Male,Ontario
74,Female,New Brunswick
75,Male,Quebec
55,Male,British Columbia
80,Female,Nova Scotia
28,Female,Newfoundland and Labrador
35,Male,Quebec
64,Female,Nova Scotia
32,Female,Manitoba
71,Male,Nova Scotia
63,Male,Quebec
32,Male,Nova Scotia
30,Male,New Brunswick
48,Female,Newfoundland and Labrador
68,Female,Ontario
62,Female,Ontario
32,Male,Quebec
54,Female,Prince Edward Island
53,Female,Quebec
25,Female,Quebec
72,Male,Nova Scotia
60,Male,Ontario
29,Female,Alberta
52,Male,Quebec
80,Female,Prince Edward Island
26,Female,Quebec
70,Male,New Brunswick
72,Female,Ontario
54,Male,Quebec
80,Male,Ontario
75,Female,British Columbia
80,Male,Ontario
44,Male,New Brunswick
27,Female,Nova Scotia
26,Female,Newfoundland and Labrador
70,Female,Quebec
24,Male,British Columbia
80,Male,British Columbia
80,Female,Nova Scotia
54,Female,Ontario
54,Male,Nova Scotia
43,Male,Saskatchewan
28,Female,Manitoba
66,Male,Quebec
32,Female,Ontario
60,Male,Ontario
32,Female,Manitoba
56,Female,Quebec
36,Female,Nova Scotia
74,Female,Nova Scotia
61,Female,Ontario
36,Male,Prince Edward Island
59,Female,Alberta
79,Female,Saskatchewan
30,Male,Quebec
48,Male,Ontario
61,Female,Manitoba
32,Male,Saskatchewan
72,Female,Prince Edward Island
34,Male,Ontario
39,Female,Quebec
80,Female,Quebec
58,Female,Ontario
68,Male,Newfoundland and Labrador
60,Female,Saskatchewan
36,Female,Ontario
58,Female,Quebec
30,Male,Saskatchewan
51,Female,Alberta
57,Female,Newfoundland and Labrador
67,Female,Ontario
32,Female,Ontario
40,Male,Ontario
33,Male,British Columbia
57,Female,Nova Scotia
60,Male,Ontario
48,Female,Ontario
64,Male,Ontario
54,Female,Alberta
60,Female,Ontario
55,Female,Ontario
34,Male,Ontario
41,Female,Nova Scotia
46,Female,British Columbia
22,Male,Saskatchewan
65,Female,Ontario
71,Female,Alberta
66,Female,Manitoba
68,Male,British Columbia
80,Female,Prince Edward Island
68,Female,Quebec
33,Male,British Columbia
27,Female,Quebec
53,Male,Nova Scotia
60,Female,Ontario
63,Female,Prince Edward Island
60,Female,New Brunswick
27,Female,Alberta
53,Female,Ontario
44,Male,Quebec
54,Female,Quebec
79,Female,Alberta
66,Female,British Columbia
36,Female,Ontario
53,Female,Quebec
64,Female,Quebec
68,Female,Saskatchewan
56,Male,Quebec
51,Male,British Columbia
41,Female,Ontario
76,Male,Saskatchewan
45,Female,Nova Scotia
80,Female,Saskatchewan
80,Female,British Columbia
70,Male,Ontario
48,Female,British Columbia
65,Male,Ontario
64,Male,Ontario
47,Female,Ontario
52,Female,Quebec
21,Female,Ontario
69,Female,Prince Edward Island
44,Female,Ontario
20,Male,Ontario
42,Female,British Columbia
68,Female,Ontario
21,Female,Ontario
34,Male,Newfoundland and Labrador
80,Male,Ontario
53,Female,Manitoba
51,Male,New Brunswick
80,Male,Manitoba
48,Male,Ontario
53,Female,Ontario
56,Female,Alberta
80,Male,Ontario
18,Male,Manitoba
59,Female,Ontario
65,Female,Ontario
53,Male,Ontario
75,Male,Manitoba
48,Male,Alberta
51,Female,Quebec
73,Male,Ontario
59,Male,Alberta
58,Male,Ontario
28,Female,Quebec
67,Female,Quebec
46,Female,Alberta
61,Female,British Columbia
26,Female,Ontario
66,Male,Ontario
80,Female,Saskatchewan
60,Male,Nova Scotia
46,Female,New Brunswick
72,Male,Prince Edward Island
58,Female,Nova Scotia
71,Male,Nova Scotia
31,Female,Quebec
63,Male,Ontario
69,Male,British Columbia
58,Female,New Brunswick
43,Female,Ontario
68,Male,Manitoba
80,Male,Manitoba
49,Female,Quebec
64,Female,Alberta
41,Female,Manitoba
25,Male,British Columbia
35,Female,Newfoundland and Labrador
30,Female,Alberta
80,Female,British Columbia
52,Male,Manitoba
46,Female,British Columbia
28,Female,Quebec
69,Female,British Columbia
71,Female,Nova Scotia
59,Male,Manitoba
52,Male,British Columbia
76,Male,New Brunswick
52,Male,Quebec
40,Male,Quebec
34,Male,Saskatchewan
40,Male,Saskatchewan
62,Female,Saskatchewan
59,Female,Ontario
67,Female,Quebec
42,Male,Alberta
61,Male,British Columbia
59,Male,Alberta
80,Female,Quebec
34,Male,Quebec
40,Female,Alberta
39,Male,Quebec
77,Male,Manitoba
40,Male,Alberta
23,Male,Prince Edward Island
53,Female,Ontario
72,Female,Manitoba
45,Male,Ontario
68,Male,British Columbia
45,Male,British Columbia
18,Female,Saskatchewan
78,Female,Prince Edward Island
25,Male,Saskatchewan
69,Female,Ontario
80,Female,Ontario
36,Male,Ontario
77,Female,Alberta
44,Female,Manitoba
51,Female,Quebec
80,Female,Quebec
49,Female,Alberta
80,Male,Ontario
33,Male,New Brunswick
20,Male,Ontario
77,Male,Alberta
55,Male,Ontario
80,Female,Saskatchewan
54,Male,Nova Scotia
30,Female,Prince Edward Island
51,Female,British Columbia
80,Female,Ontario
80,Male,Ontario
62,Female,Ontario
72,Female,Saskatchewan
47,Female,British Columbia
25,Male,Alberta
60,Male,Nova Scotia
71,Male,Quebec
34,Female,Ontario
27,Male,Ontario
49,Female,Ontario
25,Male,Ontario
77,Male,Manitoba
68,Female,Quebec
41,Female,Quebec
45,Female,Nova Scotia
72,Male,Nova Scotia
80,Female,Alberta
67,Male,Alberta
39,Female,Ontario
54,Female,Ontario
70,Male,Manitoba
63,Female,Ontario
75,Female,Ontario
56,Female,Ontario
77,Male,British Columbia
58,Female,British Columbia
73,Male,Ontario
32,Female,Nova Scotia
46,Male,Ontario
65,Male,British Columbia
56,Female,Quebec
57,Female,Quebec
55,Female,Ontario
80,Female,Ontario
19,Male,British Columbia
24,Male,Saskatchewan
69,Female,Alberta
62,Male,Alberta
68,Male,Ontario
33,Male,Ontario
58,Female,New Brunswick
51,Female,Quebec
61,Male,Quebec
65,Female,Quebec
68,Female,Nova Scotia
47,Male,British Columbia
50,Male,Manitoba
70,Female,Ontario
51,Male,Quebec
34,Female,Ontario
40,Female,Alberta
49,Female,Ontario
58,Female,Newfoundland and Labrador
54,Female,Ontario
56,Male,Alberta
38,Female,Ontario
68,Female,Alberta
23,Female,British Columbia
30,Female,New Brunswick
59,Female,Newfoundland and Labrador
54,Female,New Brunswick
46,Male,Ontario
42,Male,Quebec
80,Female,Ontario
25,Female,Ontario
60,Female,British Columbia
47,Male,Ontario
37,Female,British Columbia
30,Male,British Columbia
53,Female,New Brunswick
75,Female,Quebec
40,Female,Quebec
38,Female,Ontario
29,Male,Newfoundland and Labrador
31,Male,Manitoba
80,Female,Ontario
46,Female,Ontario
51,Female,Ontario
49,Female,Ontario
31,Male,Manitoba
55,Male,Ontario
78,Female,Ontario
78,Female,Prince Edward Island
65,Male,New Brunswick
43,Male,Prince Edward Island
49,Female,Saskatchewan
45,Female,Prince Edward Island
69,Female,Quebec
72,Male,Ontario
62,Male,Ontario
52,Female,Quebec
55,Male,New Brunswick
59,Female,Ontario
21,Male,Alberta
65,Male,British Columbia
63,Female,Ontario
64,Male,Prince Edward Island
55,Male,Manitoba
60,Female,Manitoba
38,Female,Alberta
40,Female,Alberta
63,Male,Prince Edward Island
21,Female,Saskatchewan
68,Male,Ontario
31,Male,Ontario
58,Male,Ontario
48,Female,Ontario
48,Female,Ontario
25,Female,Ontario
22,Male,Quebec
69,Female,Ontario
80,Female,Quebec
43,Female,Nova Scotia
76,Female,Quebec
59,Female,Quebec
32,Female,Quebec
72,Male,Ontario
35,Male,Prince Edward Island
60,Female,Alberta
42,Female,Quebec
53,Female,Ontario
76,Male,Newfoundland and Labrador
67,Male,Quebec
23,Female,Manitoba
80,Female,Quebec
80,Female,Ontario
43,Male,Ontario
70,Male,Saskatchewan
37,Female,Manitoba
80,Male,Ontario
64,Female,British Columbia
80,Male,Ontario
63,Female,Nova Scotia
40,Male,Ontario
78,Male,Ontario
58,Female,Nova Scotia
35,Male,British Columbia
60,Male,Ontario
72,Male,Manitoba
48,Male,Ontario
80,Female,Quebec
57,Female,Quebec
68,Female,Nova Scotia
80,Female,Ontario
31,Female,Ontario
54,Female,Ontario
67,Female,Ontario
25,Female,Quebec
37,Female,Nova Scotia
20,Female,Quebec
21,Male,Ontario
26,Female,Quebec
51,Male,Quebec
49,Male,Ontario
57,Male,Ontario
31,Male,Ontario
71,Male,Ontario
68,Male,Ontario
37,Male,Alberta
32,Male,New Brunswick
53,Male,British Columbia
66,Female,Nova Scotia
53,Female,Saskatchewan
51,Female,Saskatchewan
37,Female,Quebec
80,Male,Ontario
34,Male,Newfoundland and Labrador
56,Female,Alberta
45,Female,Ontario
40,Male,Saskatchewan
53,Female,Alberta
39,Male,Newfoundland and Labrador
60,Male,Quebec
58,Male,Ontario
46,Male,British Columbia
38,Female,Newfoundland and Labrador
73,Male,British Columbia
26,Male,Quebec
71,Male,Quebec
57,Female,New Brunswick
46,Male,Saskatchewan
79,Male,Quebec
39,Female,British Columbia
56,Male,Alberta
39,Male,Quebec
33,Female,New Brunswick
29,Female,Ontario
53,Female,Newfoundland and Labrador
39,Male,British Columbia
70,Male,Ontario
51,Female,Saskatchewan
42,Male,Nova Scotia
80,Male,Ontario
43,Female,Prince Edward Island
25,Female,British Columbia
37,Female,Alberta
25,Male,Ontario
20,Male,Ontario
62,Female,Quebec
39,Male,Prince Edward Island
54,Female,Ontario
42,Male,Alberta
40,Female,British Columbia
39,Male,Manitoba
55,Female,Alberta
22,Female,Saskatchewan
57,Male,New Brunswick
57,Female,Prince Edward Island
67,Female,Nova Scotia
32,Female,Quebec
51,Female,Quebec
51,Female,Ontario
34,Male,Quebec
49,Female,Quebec
53,Female,Manitoba
31,Male,British Columbia
75,Male,Ontario
48,Female,Ontario
58,Female,Ontario
25,Male,Quebec
42,Female,Ontario
47,Male,British Columbia
68,Male,Ontario
38,Male,Ontario
18,Male,Prince Edward Island
30,Male,Manitoba
23,Male,Ontario
38,Female,Ontario
51,Male,Ontario
61,Male,Saskatchewan
66,Male,Quebec
39,Male,Nova Scotia
39,Male,British Columbia
37,Male,British Columbia
34,Male,Nova Scotia
69,Female,New Brunswick
49,Male,British Columbia
39,Female,British Columbia
58,Female,Nova Scotia
66,Male,Ontario
29,Female,Ontario
44,Male,Alberta
68,Male,Quebec
74,Female,British Columbia
19,Male,Ontario
68,Female,Ontario
63,Female,Quebec
34,Female,Quebec
42,Female,Quebec
48,Male,Prince Edward Island
47,Female,Ontario
80,Male,Saskatchewan
46,Male,Manitoba
67,Female,Prince Edward Island
35,Male,Ontario
40,Female,Quebec
59,Female,Nova Scotia
40,Female,Prince Edward Island
40,Male,Saskatchewan
64,Female,Alberta
32,Male,New Brunswick
67,Female,British Columbia
18,Female,Manitoba
58,Male,Quebec
32,Female,Alberta
53,Male,Ontario
49,Female,Ontario
68,Male,Saskatchewan
46,Male,Ontario
61,Female,British Columbia
70,Female,Alberta
43,Female,Newfoundland and Labrador
30,Male,British Columbia
76,Male,Ontario
37,Male,Alberta
62,Male,Ontario
33,Female,Saskatchewan
43,Male,Newfoundland and Labrador
40,Female,Quebec
63,Female,Ontario
74,Male,Manitoba
55,Male,New Brunswick
63,Female,Ontario
35,Female,Ontario
48,Female,Nova Scotia
64,Female,Quebec
61,Male,Ontario
50,Female,Quebec
60,Male,Saskatchewan
21,Male,Quebec
73,Female,Quebec
37,Female,Ontario
40,Male,British Columbia
65,Female,Newfoundland and Labrador
75,Male,Quebec
80,Male,New Brunswick
69,Female,Quebec
59,Female,Nova Scotia
65,Female,Quebec
80,Female,Nova Scotia
58,Female,Ontario
40,Male,Ontario
65,Female,Alberta
68,Female,Ontario
62,Female,Saskatchewan
72,Female,New Brunswick
31,Female,Saskatchewan
30,Male,Alberta
59,Male,Quebec
63,Female,Ontario
30,Female,Alberta
20,Male,Saskatchewan
63,Male,Quebec
80,Female,Quebec
57,Male,New Brunswick
69,Male,Saskatchewan
48,Male,Ontario
46,Female,Ontario
35,Female,British Columbia
22,Female,British Columbia
65,Male,Ontario
47,Female,Saskatchewan
54,Male,Ontario
75,Female,Manitoba
56,Male,Ontario
39,Male,Quebec
43,Male,Quebec
69,Female,Quebec
69,Female,Nova Scotia
34,Female,British Columbia
54,Female,Prince Edward Island
80,Female,Quebec
57,Female,British Columbia
48,Female,British Columbia
37,Female,British Columbia
40,Female,Manitoba
44,Female,Prince Edward Island
33,Female,Nova Scotia
80,Male,Quebec
55,Female,British Columbia
45,Male,Ontario
79,Female,Ontario
70,Male,New Brunswick
66,Male,Saskatchewan
61,Female,British Columbia
20,Female,Quebec
70,Female,Ontario
26,Male,Quebec
66,Female,British Columbia
52,Male,New Brunswick
33,Male,Quebec
77,Male,Alberta
35,Female,Ontario
33,Male,Alberta
63,Female,Ontario
55,Female,Ontario
80,Male,Nova Scotia
79,Male,Manitoba
19,Male,British Columbia
41,Female,British Columbia
58,Male,Alberta
61,Female,Quebec
72,Male,Quebec
65,Female,British Columbia
34,Male,Ontario
37,Male,British Columbia
65,Female,Ontario
29,Female,Ontario
41,Male,British Columbia
65,Male,British Columbia
56,Female,Quebec
25,Male,Ontario
56,Female,Ontario
68,Female,Saskatchewan
27,Male,Alberta
51,Male,Newfoundland and Labrador
47,Male,British Columbia
19,Female,Manitoba
37,Female,Alberta
69,Female,Quebec
38,Female,Nova Scotia
34,Male,Quebec
43,Male,Alberta
28,Male,Alberta
74,Male,New Brunswick
26,Male,Quebec
36,Male,Manitoba
35,Male,Quebec
63,Female,Quebec
29,Male,Newfoundland and Labrador
66,Female,Newfoundland and Labrador
62,Male,Prince Edward Island
53,Male,Quebec
43,Male,Quebec
27,Female,Manitoba
77,Male,Alberta
69,Male,Ontario
47,Male,Nova Scotia
39,Female,Ontario
36,Female,Nova Scotia
75,Male,British Columbia
30,Male,Ontario
35,Female,British Columbia
57,Female,Ontario
42,Male,British Columbia
62,Male,Nova Scotia
80,Female,Ontario
65,Male,New Brunswick
50,Male,Quebec
70,Female,Ontario
73,Male,British Columbia
72,Female,Quebec
70,Male,Ontario
33,Female,Quebec
37,Female,Quebec
79,Female,Saskatchewan
36,Female,Quebec
63,Male,Newfoundland and Labrador
37,Female,Saskatchewan
57,Female,Ontario
64,Male,Nova Scotia
47,Male,Quebec
19,Male,Saskatchewan
26,Female,Ontario
80,Female,New Brunswick
25,Female,Newfoundland and Labrador
22,Male,Ontario
40,Male,Ontario
31,Female,Ontario
80,Female,Ontario
65,Female,New Brunswick
25,Male,Ontario
67,Female,Manitoba
67,Female,New Brunswick
80,Male,Newfoundland and Labrador
69,Female,Ontario
32,Female,Quebec
26,Male,British Columbia
48,Male,Quebec
27,Male,Quebec
56,Female,Prince Edward Island
34,Male,Alberta
18,Male,Newfoundland and Labrador
36,Male,British Columbia
71,Female,Quebec
33,Male,Quebec
40,Female,Ontario
61,Female,British Columbia
43,Male,Nova Scotia
74,Female,Ontario
80,Male,Ontario
64,Female,Quebec
23,Female,Alberta
57,Female,Ontario
67,Female,Ontario
58,Female,Alberta
26,Male,Ontario
51,Male,Quebec
44,Male,Nova Scotia
71,Male,Nova Scotia
63,Male,Prince Edward Island
41,Female,Saskatchewan
21,Male,Ontario
61,Male,Ontario
59,Female,British Columbia
69,Male,Ontario
57,Male,Nova Scotia
39,Female,Manitoba
73,Male,Prince Edward Island
50,Female,New Brunswick
41,Female,British Columbia
53,Male,Ontario
61,Male,Manitoba
57,Female,British Columbia
38,Female,British Columbia
55,Male,Manitoba
52,Female,British Columbia
60,Male,Ontario
35,Female,Alberta
19,Male,Ontario
62,Male,Ontario
75,Male,Saskatchewan
28,Female,Quebec
80,Male,Ontario
70,Female,Ontario
28,Female,Ontario
32,Male,Quebec
18,Female,Quebec
53,Male,Ontario
35,Male,Quebec
75,Female,Quebec
43,Female,Ontario
28,Female,Nova Scotia
80,Female,Prince Edward Island
61,Male,Ontario
80,Female,Quebec
39,Female,Quebec
31,Female,Ontario
65,Female,Quebec
58,Female,Nova Scotia
48,Male,British Columbia
80,Female,British Columbia
51,Female,Quebec
58,Female,Ontario
27,Male,British Columbia
40,Male,Newfoundland and Labrador
37,Male,Quebec
70,Male,Ontario
22,Female,Alberta
34,Female,Quebec
57,Female,British Columbia
55,Female,Alberta
38,Female,Manitoba
30,Female,New Brunswick
30,Male,Ontario
32,Male,Ontario
31,Female,Quebec
61,Female,Ontario
43,Female,Ontario
62,Female,Quebec
64,Male,Quebec
68,Female,British Columbia
41,Female,New Brunswick
41,Male,Ontario
41,Female,Nova Scotia
60,Male,Alberta
80,Male,British Columbia
50,Female,British Columbia
59,Female,Quebec
67,Female,Newfoundland and Labrador
50,Male,New Brunswick
59,Male,Prince Edward Island
37,Male,Quebec
62,Male,New Brunswick
32,Male,Prince Edward Island
78,Female,Manitoba
50,Male,British Columbia
59,Male,Nova Scotia
79,Male,New Brunswick
75,Female,Quebec
80,Female,Quebec
65,Female,Ontario
66,Female,Quebec
49,Male,Saskatchewan
35,Female,Alberta
32,Female,British Columbia
55,Female,Ontario
