gender,age,province,cps19_votechoice,cps19_votechoice_pr,pes19_votechoice2019,vote_choice,vote_Justin_Trudeau,vote_Andrew_Scheer
Female,67,Quebec,ndp,"NA","NA",ndp,0,0
Female,51,Ontario,Don't know/ Prefer not to answer,"NA","NA",Don't know/ Prefer not to answer,0,0
Male,56,Newfoundland and Labrador,Don't know/ Prefer not to answer,"NA","NA",Don't know/ Prefer not to answer,0,0
Female,55,Quebec,Bloc Québécois,"NA",Bloc QuÃ©bÃ©cois,Bloc QuÃ©bÃ©cois,0,0
Female,45,Quebec,ndp,"NA","NA",ndp,0,0
Female,53,Newfoundland and Labrador,NA,"NA",Conservative Party,Conservative Party,0,1
Female,77,Quebec,Liberal Party,"NA",Liberal Party,Liberal Party,1,0
Female,57,Ontario,NA,"NA",Liberal Party,Liberal Party,1,0
Female,53,British Columbia,Liberal Party,"NA","NA",Liberal Party,1,0
Female,30,Manitoba,Conservative Party,"NA","NA",Conservative Party,0,1
Female,20,Ontario,Don't know/ Prefer not to answer,"NA","NA",Don't know/ Prefer not to answer,0,0
Female,32,Nova Scotia,Conservative Party,"NA",Conservative Party,Conservative Party,0,1
Female,60,Quebec,Liberal Party,"NA","NA",Liberal Party,1,0
Female,58,Ontario,NA,"NA",Liberal Party,Liberal Party,1,0
Female,39,Ontario,Conservative Party,"NA","NA",Conservative Party,0,1
Female,35,Ontario,Don't know/ Prefer not to answer,"NA",NDP,NDP,0,0
Female,34,Ontario,Liberal Party,"NA",Liberal Party,Liberal Party,1,0
Female,67,Ontario,Liberal Party,"NA",Liberal Party,Liberal Party,1,0
Female,34,Ontario,ndp,"NA","NA",ndp,0,0
Female,23,New Brunswick,Liberal Party,"NA","NA",Liberal Party,1,0
Male,76,Quebec,Conservative Party,"NA","NA",Conservative Party,0,1
Male,57,New Brunswick,Don't know/ Prefer not to answer,"NA",Don't know / Prefer not to answer,Don't know / Prefer not to answer,0,0
Male,58,Alberta,Don't know/ Prefer not to answer,"NA",Conservative Party,Conservative Party,0,1
Female,44,Nova Scotia,ndp,"NA",Green Party,Green Party,0,0
Male,39,New Brunswick,ndp,"NA","NA",ndp,0,0
Female,75,Alberta,Conservative Party,"NA",Conservative Party,Conservative Party,0,1
Female,43,Ontario,Liberal Party,"NA","NA",Liberal Party,1,0
Male,34,Alberta,Don't know/ Prefer not to answer,"NA","NA",Don't know/ Prefer not to answer,0,0
Male,74,Quebec,Bloc Québécois,"NA","NA",Bloc Québécois,0,0
Female,64,British Columbia,Don't know/ Prefer not to answer,"NA",Green Party,Green Party,0,0
Female,35,Ontario,Liberal Party,"NA","NA",Liberal Party,1,0
Female,55,New Brunswick,Don't know/ Prefer not to answer,"NA","NA",Don't know/ Prefer not to answer,0,0
Male,45,Quebec,Conservative Party,"NA","NA",Conservative Party,0,1
Female,22,Quebec,ndp,"NA","NA",ndp,0,0
Female,57,Ontario,Liberal Party,"NA","NA",Liberal Party,1,0
Female,25,British Columbia,ndp,"NA","NA",ndp,0,0
Female,33,Ontario,ndp,"NA","NA",ndp,0,0
Male,69,Ontario,ndp,"NA","NA",ndp,0,0
Male,34,Alberta,NA,Liberal Party,"NA",Liberal Party,1,0
Male,46,Ontario,Conservative Party,"NA","NA",Conservative Party,0,1
Male,38,Alberta,Conservative Party,"NA","NA",Conservative Party,0,1
Male,69,Nova Scotia,Don't know/ Prefer not to answer,"NA","NA",Don't know/ Prefer not to answer,0,0
Female,34,New Brunswick,Liberal Party,"NA","NA",Liberal Party,1,0
Male,68,New Brunswick,ndp,"NA",Green Party,Green Party,0,0
Male,61,Quebec,Conservative Party,"NA",Conservative Party,Conservative Party,0,1
Female,70,New Brunswick,Liberal Party,"NA",Liberal Party,Liberal Party,1,0
Female,61,New Brunswick,Liberal Party,"NA","NA",Liberal Party,1,0
Male,26,Quebec,ndp,"NA","NA",ndp,0,0
Male,38,British Columbia,NA,"NA",Liberal Party,Liberal Party,1,0
Female,35,Quebec,Green Party,"NA","NA",Green Party,0,0
Male,57,British Columbia,Green Party,"NA","NA",Green Party,0,0
Female,35,British Columbia,Conservative Party,"NA",Conservative Party,Conservative Party,0,1
Male,22,Ontario,Don't know/ Prefer not to answer,"NA","NA",Don't know/ Prefer not to answer,0,0
Female,33,Quebec,NA,"NA",NDP,NDP,0,0
Female,62,Manitoba,Conservative Party,"NA","NA",Conservative Party,0,1
Female,69,Quebec,Bloc Québécois,"NA",Bloc QuÃ©bÃ©cois,Bloc QuÃ©bÃ©cois,0,0
Male,73,Quebec,ndp,"NA","NA",ndp,0,0
Male,33,Manitoba,NA,Liberal Party,"NA",Liberal Party,1,0
Female,28,Ontario,Don't know/ Prefer not to answer,"NA","NA",Don't know/ Prefer not to answer,0,0
Female,63,British Columbia,Green Party,"NA",Green Party,Green Party,0,0
Male,53,Alberta,Conservative Party,"NA","NA",Conservative Party,0,1
Female,35,Alberta,Conservative Party,"NA","NA",Conservative Party,0,1
Female,35,Quebec,ndp,"NA","NA",ndp,0,0
Male,64,Quebec,Conservative Party,"NA","NA",Conservative Party,0,1
Male,64,Ontario,Don't know/ Prefer not to answer,"NA","NA",Don't know/ Prefer not to answer,0,0
Male,29,Ontario,NA,Conservative Party,"NA",Conservative Party,0,1
Female,36,Manitoba,ndp,"NA","NA",ndp,0,0
Male,54,Ontario,Liberal Party,"NA",Liberal Party,Liberal Party,1,0
Male,69,Ontario,Conservative Party,"NA","NA",Conservative Party,0,1
Female,20,Ontario,ndp,"NA",NDP,NDP,0,0
Female,22,British Columbia,ndp,"NA","NA",ndp,0,0
Male,62,Ontario,Conservative Party,"NA",Conservative Party,Conservative Party,0,1
Female,30,Ontario,ndp,"NA","NA",ndp,0,0
Male,36,Ontario,Green Party,"NA","NA",Green Party,0,0
Female,65,Nova Scotia,Liberal Party,"NA",Don't know / Prefer not to answer,Don't know / Prefer not to answer,0,0
Male,19,Quebec,Liberal Party,"NA","NA",Liberal Party,1,0
Male,69,Ontario,NA,"NA",Liberal Party,Liberal Party,1,0
Male,54,Newfoundland and Labrador,ndp,"NA","NA",ndp,0,0
Female,72,Ontario,Don't know/ Prefer not to answer,"NA",Green Party,Green Party,0,0
Female,65,British Columbia,Liberal Party,"NA","NA",Liberal Party,1,0
Female,29,New Brunswick,Green Party,"NA","NA",Green Party,0,0
Female,49,Ontario,NA,"NA",Conservative Party,Conservative Party,0,1
Female,34,Ontario,NA,"NA",NDP,NDP,0,0
Male,45,Ontario,Don't know/ Prefer not to answer,"NA","NA",Don't know/ Prefer not to answer,0,0
Female,24,Ontario,ndp,"NA","NA",ndp,0,0
Female,54,Alberta,NA,"NA",NDP,NDP,0,0
Male,30,Ontario,Liberal Party,"NA","NA",Liberal Party,1,0
Male,28,Quebec,ndp,"NA","NA",ndp,0,0
Male,24,Ontario,ndp,"NA","NA",ndp,0,0
Male,18,Ontario,Green Party,"NA","NA",Green Party,0,0
Female,46,New Brunswick,Green Party,"NA",Liberal Party,Liberal Party,1,0
Male,21,Ontario,Green Party,"NA","NA",Green Party,0,0
Female,72,British Columbia,Green Party,"NA",Green Party,Green Party,0,0
Female,35,Quebec,Bloc Québécois,"NA","NA",Bloc Québécois,0,0
Male,63,Manitoba,Liberal Party,"NA",Liberal Party,Liberal Party,1,0
Female,46,Ontario,ndp,"NA",NDP,NDP,0,0
Female,56,Ontario,Liberal Party,"NA","NA",Liberal Party,1,0
Male,51,Ontario,Green Party,"NA",Green Party,Green Party,0,0
Female,34,British Columbia,ndp,"NA","NA",ndp,0,0
Male,19,Ontario,NA,ndp,"NA",ndp,0,0
Female,60,Quebec,Liberal Party,"NA",Liberal Party,Liberal Party,1,0
Female,65,British Columbia,ndp,"NA",Don't know / Prefer not to answer,Don't know / Prefer not to answer,0,0
Female,44,Nova Scotia,NA,"NA",Conservative Party,Conservative Party,0,1
Male,71,New Brunswick,Conservative Party,"NA",Conservative Party,Conservative Party,0,1
Female,73,Ontario,NA,"NA",Liberal Party,Liberal Party,1,0
Female,67,British Columbia,NA,"NA",NDP,NDP,0,0
Male,53,Ontario,Liberal Party,"NA",Liberal Party,Liberal Party,1,0
Female,22,British Columbia,ndp,"NA","NA",ndp,0,0
Male,48,Quebec,Conservative Party,"NA","NA",Conservative Party,0,1
Female,36,Ontario,Conservative Party,"NA","NA",Conservative Party,0,1
Male,29,British Columbia,ndp,"NA","NA",ndp,0,0
Male,19,Alberta,NA,Green Party,"NA",Green Party,0,0
Female,39,Quebec,Conservative Party,"NA","NA",Conservative Party,0,1
Female,29,Ontario,Liberal Party,"NA","NA",Liberal Party,1,0
Female,57,Ontario,Liberal Party,"NA",Liberal Party,Liberal Party,1,0
Male,21,Ontario,Conservative Party,"NA","NA",Conservative Party,0,1
Female,41,Ontario,Conservative Party,"NA","NA",Conservative Party,0,1
Female,39,Alberta,ndp,"NA","NA",ndp,0,0
Female,57,Newfoundland and Labrador,Liberal Party,"NA",Liberal Party,Liberal Party,1,0
Male,25,Quebec,Bloc Québécois,"NA","NA",Bloc Québécois,0,0
Female,73,British Columbia,ndp,"NA",NDP,NDP,0,0
Female,65,Alberta,ndp,"NA","NA",ndp,0,0
Female,36,Manitoba,Liberal Party,"NA","NA",Liberal Party,1,0
Female,20,Saskatchewan,Don't know/ Prefer not to answer,"NA","NA",Don't know/ Prefer not to answer,0,0
Female,29,Quebec,Bloc Québécois,"NA","NA",Bloc Québécois,0,0
Female,61,Ontario,Liberal Party,"NA",Liberal Party,Liberal Party,1,0
Female,42,Ontario,NA,Don't know/ Prefer not to answer,"NA",Don't know/ Prefer not to answer,0,0
Female,27,Ontario,Conservative Party,"NA",Conservative Party,Conservative Party,0,1
Female,22,Alberta,People's Party,"NA","NA",People's Party,0,0
Female,38,Quebec,Liberal Party,"NA","NA",Liberal Party,1,0
Female,50,Newfoundland and Labrador,Liberal Party,"NA","NA",Liberal Party,1,0
Male,53,Ontario,NA,Don't know/ Prefer not to answer,"NA",Don't know/ Prefer not to answer,0,0
Female,63,Alberta,Don't know/ Prefer not to answer,"NA","NA",Don't know/ Prefer not to answer,0,0
Female,28,British Columbia,Conservative Party,"NA","NA",Conservative Party,0,1
Female,62,New Brunswick,NA,"NA",Green Party,Green Party,0,0
Male,70,Ontario,Liberal Party,"NA","NA",Liberal Party,1,0
Female,40,Alberta,Conservative Party,"NA","NA",Conservative Party,0,1
Male,52,Saskatchewan,ndp,"NA","NA",ndp,0,0
Male,53,Prince Edward Island,Liberal Party,"NA","NA",Liberal Party,1,0
Male,19,Ontario,ndp,"NA","NA",ndp,0,0
Female,66,Ontario,NA,"NA",Liberal Party,Liberal Party,1,0
Female,60,Manitoba,Conservative Party,"NA","NA",Conservative Party,0,1
Female,28,Quebec,Bloc Québécois,"NA","NA",Bloc Québécois,0,0
Female,64,Alberta,Conservative Party,"NA",Conservative Party,Conservative Party,0,1
Female,39,Manitoba,Conservative Party,"NA","NA",Conservative Party,0,1
Male,19,Alberta,Conservative Party,"NA","NA",Conservative Party,0,1
Female,48,Alberta,People's Party,"NA","NA",People's Party,0,0
Male,30,Ontario,NA,ndp,"NA",ndp,0,0
Male,49,Alberta,Conservative Party,"NA",Conservative Party,Conservative Party,0,1
Female,24,Ontario,ndp,"NA","NA",ndp,0,0
Female,43,Nova Scotia,ndp,"NA","NA",ndp,0,0
Male,55,Ontario,Conservative Party,"NA","NA",Conservative Party,0,1
Male,75,Manitoba,NA,"NA",Liberal Party,Liberal Party,1,0
Female,45,Ontario,ndp,"NA","NA",ndp,0,0
Male,35,Ontario,Green Party,"NA","NA",Green Party,0,0
Male,60,Ontario,Conservative Party,"NA","NA",Conservative Party,0,1
Male,36,Nova Scotia,Liberal Party,"NA","NA",Liberal Party,1,0
Female,18,New Brunswick,Don't know/ Prefer not to answer,"NA","NA",Don't know/ Prefer not to answer,0,0
Female,80,Alberta,Conservative Party,"NA",Conservative Party,Conservative Party,0,1
Female,31,Ontario,Don't know/ Prefer not to answer,"NA",Conservative Party,Conservative Party,0,1
Female,58,British Columbia,Don't know/ Prefer not to answer,"NA",NDP,NDP,0,0
Female,23,Ontario,Green Party,"NA","NA",Green Party,0,0
Female,40,Ontario,Liberal Party,"NA","NA",Liberal Party,1,0
Female,31,Alberta,Liberal Party,"NA","NA",Liberal Party,1,0
Female,25,Ontario,ndp,"NA","NA",ndp,0,0
Male,51,British Columbia,ndp,"NA",Green Party,Green Party,0,0
Female,69,Alberta,Liberal Party,"NA",Liberal Party,Liberal Party,1,0
Female,49,Quebec,Bloc Québécois,"NA",Bloc QuÃ©bÃ©cois,Bloc QuÃ©bÃ©cois,0,0
Female,39,Alberta,Conservative Party,"NA","NA",Conservative Party,0,1
Male,52,British Columbia,Conservative Party,"NA",Conservative Party,Conservative Party,0,1
Female,52,Ontario,Don't know/ Prefer not to answer,"NA","NA",Don't know/ Prefer not to answer,0,0
Female,27,Alberta,NA,Conservative Party,"NA",Conservative Party,0,1
Female,60,Quebec,Bloc Québécois,"NA",Bloc QuÃ©bÃ©cois,Bloc QuÃ©bÃ©cois,0,0
Female,29,Ontario,Liberal Party,"NA","NA",Liberal Party,1,0
Male,62,Alberta,Don't know/ Prefer not to answer,"NA","NA",Don't know/ Prefer not to answer,0,0
Male,19,Ontario,People's Party,"NA","NA",People's Party,0,0
Male,29,Ontario,Conservative Party,"NA","NA",Conservative Party,0,1
Female,72,Ontario,Conservative Party,"NA",Conservative Party,Conservative Party,0,1
Female,59,Alberta,Conservative Party,"NA","NA",Conservative Party,0,1
Male,35,British Columbia,Liberal Party,"NA","NA",Liberal Party,1,0
Male,46,Ontario,NA,"NA",Conservative Party,Conservative Party,0,1
Female,41,Quebec,ndp,"NA","NA",ndp,0,0
Female,30,Ontario,Liberal Party,"NA",Liberal Party,Liberal Party,1,0
Male,38,Ontario,Liberal Party,"NA","NA",Liberal Party,1,0
Male,61,Ontario,Liberal Party,"NA","NA",Liberal Party,1,0
Female,18,Nova Scotia,Liberal Party,"NA","NA",Liberal Party,1,0
Male,34,Ontario,Don't know/ Prefer not to answer,"NA","NA",Don't know/ Prefer not to answer,0,0
Female,39,British Columbia,Conservative Party,"NA","NA",Conservative Party,0,1
Female,33,Nova Scotia,NA,"NA",Liberal Party,Liberal Party,1,0
Female,35,Alberta,NA,Conservative Party,"NA",Conservative Party,0,1
Female,59,Ontario,Liberal Party,"NA","NA",Liberal Party,1,0
Female,22,Alberta,Conservative Party,"NA","NA",Conservative Party,0,1
Female,65,Ontario,NA,"NA",Liberal Party,Liberal Party,1,0
Female,61,British Columbia,Liberal Party,"NA","NA",Liberal Party,1,0
Female,29,Nova Scotia,ndp,"NA","NA",ndp,0,0
Female,19,Quebec,Bloc Québécois,"NA","NA",Bloc Québécois,0,0
Female,37,Alberta,Conservative Party,"NA","NA",Conservative Party,0,1
Male,62,Saskatchewan,Conservative Party,"NA","NA",Conservative Party,0,1
Female,68,Ontario,Liberal Party,"NA","NA",Liberal Party,1,0
Female,37,Manitoba,Conservative Party,"NA","NA",Conservative Party,0,1
Female,31,Quebec,Liberal Party,"NA","NA",Liberal Party,1,0
Male,31,British Columbia,Conservative Party,"NA","NA",Conservative Party,0,1
Male,68,Saskatchewan,NA,"NA",Conservative Party,Conservative Party,0,1
Female,64,Alberta,ndp,"NA",NDP,NDP,0,0
Male,48,Ontario,Liberal Party,"NA",Liberal Party,Liberal Party,1,0
Female,51,British Columbia,Liberal Party,"NA","NA",Liberal Party,1,0
Female,33,Nova Scotia,Green Party,"NA","NA",Green Party,0,0
Female,77,Quebec,Don't know/ Prefer not to answer,"NA","NA",Don't know/ Prefer not to answer,0,0
Male,44,Quebec,NA,Liberal Party,"NA",Liberal Party,1,0
Female,53,Quebec,Conservative Party,"NA","NA",Conservative Party,0,1
Male,32,Quebec,Bloc Québécois,"NA","NA",Bloc Québécois,0,0
Male,49,British Columbia,NA,"NA",Liberal Party,Liberal Party,1,0
Female,33,Ontario,NA,Liberal Party,"NA",Liberal Party,1,0
Male,61,Ontario,Don't know/ Prefer not to answer,"NA","NA",Don't know/ Prefer not to answer,0,0
Male,55,Quebec,Don't know/ Prefer not to answer,"NA",Liberal Party,Liberal Party,1,0
Female,51,Manitoba,ndp,"NA",NDP,NDP,0,0
Male,28,British Columbia,Conservative Party,"NA",Conservative Party,Conservative Party,0,1
Female,18,Ontario,NA,ndp,"NA",ndp,0,0
Female,37,British Columbia,NA,"NA",Green Party,Green Party,0,0
Male,42,British Columbia,Green Party,"NA","NA",Green Party,0,0
Female,56,Saskatchewan,Don't know/ Prefer not to answer,"NA","NA",Don't know/ Prefer not to answer,0,0
Female,34,Saskatchewan,Conservative Party,"NA","NA",Conservative Party,0,1
Female,29,Ontario,ndp,"NA","NA",ndp,0,0
Female,34,Ontario,ndp,"NA","NA",ndp,0,0
Male,18,Saskatchewan,Conservative Party,"NA","NA",Conservative Party,0,1
Female,64,Prince Edward Island,Green Party,"NA","NA",Green Party,0,0
Male,72,Quebec,NA,"NA",Bloc QuÃ©bÃ©cois,Bloc QuÃ©bÃ©cois,0,0
Male,54,Alberta,Liberal Party,"NA","NA",Liberal Party,1,0
Female,71,Ontario,NA,"NA",Conservative Party,Conservative Party,0,1
Female,24,Alberta,ndp,"NA","NA",ndp,0,0
Female,21,British Columbia,NA,ndp,"NA",ndp,0,0
Male,25,Alberta,ndp,"NA","NA",ndp,0,0
Male,37,Ontario,ndp,"NA","NA",ndp,0,0
Male,69,Quebec,Liberal Party,"NA","NA",Liberal Party,1,0
Female,38,British Columbia,Green Party,"NA","NA",Green Party,0,0
Male,37,Quebec,Liberal Party,"NA",Liberal Party,Liberal Party,1,0
Female,26,Ontario,ndp,"NA","NA",ndp,0,0
Female,31,Alberta,Liberal Party,"NA",Liberal Party,Liberal Party,1,0
Male,29,Quebec,ndp,"NA","NA",ndp,0,0
Female,32,British Columbia,Conservative Party,"NA","NA",Conservative Party,0,1
Female,31,Ontario,ndp,"NA","NA",ndp,0,0
Female,49,Alberta,NA,"NA",Conservative Party,Conservative Party,0,1
Female,79,Alberta,Don't know/ Prefer not to answer,"NA",Liberal Party,Liberal Party,1,0
Female,23,Ontario,Green Party,"NA","NA",Green Party,0,0
Female,34,British Columbia,Liberal Party,"NA","NA",Liberal Party,1,0
Male,20,Manitoba,NA,Conservative Party,"NA",Conservative Party,0,1
Female,55,Ontario,Green Party,"NA","NA",Green Party,0,0
Female,33,British Columbia,Green Party,"NA","NA",Green Party,0,0
Male,68,New Brunswick,Don't know/ Prefer not to answer,"NA","NA",Don't know/ Prefer not to answer,0,0
Female,60,British Columbia,ndp,"NA",NDP,NDP,0,0
Male,34,British Columbia,Liberal Party,"NA","NA",Liberal Party,1,0
Male,66,British Columbia,NA,"NA",NDP,NDP,0,0
Female,46,Quebec,Don't know/ Prefer not to answer,"NA","NA",Don't know/ Prefer not to answer,0,0
Female,27,British Columbia,ndp,"NA","NA",ndp,0,0
Male,51,Ontario,Liberal Party,"NA","NA",Liberal Party,1,0
Female,22,Alberta,Liberal Party,"NA","NA",Liberal Party,1,0
Male,34,Ontario,NA,Don't know/ Prefer not to answer,"NA",Don't know/ Prefer not to answer,0,0
Female,48,British Columbia,Liberal Party,"NA","NA",Liberal Party,1,0
Male,19,British Columbia,Green Party,"NA","NA",Green Party,0,0
Male,38,British Columbia,Liberal Party,"NA","NA",Liberal Party,1,0
Male,35,British Columbia,NA,"NA",Liberal Party,Liberal Party,1,0
Male,46,Alberta,Don't know/ Prefer not to answer,"NA","NA",Don't know/ Prefer not to answer,0,0
Male,29,Saskatchewan,People's Party,"NA","NA",People's Party,0,0
Male,29,Quebec,Green Party,"NA","NA",Green Party,0,0
Male,26,Alberta,Conservative Party,"NA","NA",Conservative Party,0,1
Male,75,Ontario,Conservative Party,"NA","NA",Conservative Party,0,1
Male,73,Quebec,NA,"NA",NDP,NDP,0,0
Female,32,Ontario,Green Party,"NA","NA",Green Party,0,0
Female,26,British Columbia,Liberal Party,"NA","NA",Liberal Party,1,0
Female,31,Quebec,Don't know/ Prefer not to answer,"NA","NA",Don't know/ Prefer not to answer,0,0
Male,34,Ontario,Liberal Party,"NA","NA",Liberal Party,1,0
Female,36,Alberta,Conservative Party,"NA","NA",Conservative Party,0,1
Male,37,Ontario,NA,Liberal Party,"NA",Liberal Party,1,0
Male,77,British Columbia,Green Party,"NA","NA",Green Party,0,0
Male,55,Ontario,Conservative Party,"NA","NA",Conservative Party,0,1
Female,59,Ontario,Liberal Party,"NA",Liberal Party,Liberal Party,1,0
Female,23,Saskatchewan,Green Party,"NA","NA",Green Party,0,0
Male,44,Ontario,Don't know/ Prefer not to answer,"NA",Liberal Party,Liberal Party,1,0
Female,26,British Columbia,Liberal Party,"NA","NA",Liberal Party,1,0
Male,35,Quebec,ndp,"NA","NA",ndp,0,0
Female,50,Saskatchewan,Green Party,"NA",Green Party,Green Party,0,0
Female,21,Alberta,Conservative Party,"NA","NA",Conservative Party,0,1
Female,47,Quebec,Liberal Party,"NA","NA",Liberal Party,1,0
Male,23,British Columbia,ndp,"NA","NA",ndp,0,0
Female,37,Ontario,Liberal Party,"NA",Liberal Party,Liberal Party,1,0
Female,22,Ontario,ndp,"NA","NA",ndp,0,0
Female,38,Alberta,Conservative Party,"NA","NA",Conservative Party,0,1
Female,33,Ontario,Liberal Party,"NA","NA",Liberal Party,1,0
Female,67,Ontario,Liberal Party,"NA","NA",Liberal Party,1,0
Female,32,Ontario,NA,"NA",Liberal Party,Liberal Party,1,0
Male,34,Ontario,ndp,"NA","NA",ndp,0,0
Female,54,Saskatchewan,Conservative Party,"NA","NA",Conservative Party,0,1
Female,40,Nova Scotia,ndp,"NA",NDP,NDP,0,0
Female,33,Ontario,Don't know/ Prefer not to answer,"NA","NA",Don't know/ Prefer not to answer,0,0
Male,68,Ontario,Liberal Party,"NA",Liberal Party,Liberal Party,1,0
Female,44,Quebec,Conservative Party,"NA","NA",Conservative Party,0,1
Female,38,Quebec,Conservative Party,"NA","NA",Conservative Party,0,1
Male,67,Quebec,Conservative Party,"NA","NA",Conservative Party,0,1
Female,35,Ontario,Conservative Party,"NA","NA",Conservative Party,0,1
Female,71,Ontario,NA,"NA",Conservative Party,Conservative Party,0,1
Female,34,Ontario,Liberal Party,"NA","NA",Liberal Party,1,0
Female,41,Quebec,Bloc Québécois,"NA","NA",Bloc Québécois,0,0
Male,33,Ontario,Liberal Party,"NA","NA",Liberal Party,1,0
Female,49,Ontario,ndp,"NA","NA",ndp,0,0
Female,51,Ontario,Conservative Party,"NA","NA",Conservative Party,0,1
Male,64,Quebec,Liberal Party,"NA",Liberal Party,Liberal Party,1,0
Female,65,Newfoundland and Labrador,Liberal Party,"NA","NA",Liberal Party,1,0
Male,49,Ontario,Green Party,"NA","NA",Green Party,0,0
Female,61,Ontario,ndp,"NA",NDP,NDP,0,0
Female,37,Nova Scotia,ndp,"NA","NA",ndp,0,0
Female,33,Manitoba,Don't know/ Prefer not to answer,"NA",Liberal Party,Liberal Party,1,0
Female,54,Ontario,NA,Liberal Party,"NA",Liberal Party,1,0
Female,48,Quebec,Bloc Québécois,"NA","NA",Bloc Québécois,0,0
Male,55,Ontario,Green Party,"NA",Green Party,Green Party,0,0
Male,49,Alberta,Conservative Party,"NA",Conservative Party,Conservative Party,0,1
Male,43,Ontario,Green Party,"NA","NA",Green Party,0,0
Male,45,Nova Scotia,Conservative Party,"NA","NA",Conservative Party,0,1
Male,36,Quebec,People's Party,"NA","NA",People's Party,0,0
Female,23,Ontario,ndp,"NA","NA",ndp,0,0
Male,61,Quebec,Liberal Party,"NA","NA",Liberal Party,1,0
Female,40,Quebec,Don't know/ Prefer not to answer,"NA","NA",Don't know/ Prefer not to answer,0,0
Female,56,Quebec,Conservative Party,"NA","NA",Conservative Party,0,1
Female,54,Ontario,ndp,"NA","NA",ndp,0,0
Female,28,Ontario,Green Party,"NA","NA",Green Party,0,0
Male,59,Quebec,Liberal Party,"NA","NA",Liberal Party,1,0
Male,57,Quebec,Bloc Québécois,"NA",Liberal Party,Liberal Party,1,0
Male,47,New Brunswick,Liberal Party,"NA",Liberal Party,Liberal Party,1,0
Male,47,Ontario,Conservative Party,"NA","NA",Conservative Party,0,1
Male,72,Ontario,Liberal Party,"NA",Liberal Party,Liberal Party,1,0
Female,56,Ontario,Liberal Party,"NA",Liberal Party,Liberal Party,1,0
Male,49,Quebec,Bloc Québécois,"NA","NA",Bloc Québécois,0,0
Female,50,Ontario,Conservative Party,"NA",Conservative Party,Conservative Party,0,1
Male,58,Newfoundland and Labrador,Liberal Party,"NA",Liberal Party,Liberal Party,1,0
Female,55,Quebec,Bloc Québécois,"NA","NA",Bloc Québécois,0,0
Male,68,Quebec,Conservative Party,"NA",Conservative Party,Conservative Party,0,1
Female,50,Ontario,Conservative Party,"NA",Conservative Party,Conservative Party,0,1
Female,71,Quebec,Liberal Party,"NA","NA",Liberal Party,1,0
Male,40,Ontario,ndp,"NA","NA",ndp,0,0
Female,74,Ontario,Green Party,"NA","NA",Green Party,0,0
Female,37,New Brunswick,Conservative Party,"NA","NA",Conservative Party,0,1
Female,41,Quebec,Don't know/ Prefer not to answer,"NA","NA",Don't know/ Prefer not to answer,0,0
Male,72,Nova Scotia,Conservative Party,"NA","NA",Conservative Party,0,1
Male,53,Manitoba,Liberal Party,"NA","NA",Liberal Party,1,0
Male,42,Nova Scotia,Conservative Party,"NA","NA",Conservative Party,0,1
Female,40,Quebec,Liberal Party,"NA","NA",Liberal Party,1,0
Male,31,Quebec,Green Party,"NA","NA",Green Party,0,0
Female,77,Ontario,Don't know/ Prefer not to answer,"NA","NA",Don't know/ Prefer not to answer,0,0
Male,63,British Columbia,NA,"NA",NDP,NDP,0,0
Male,62,Nova Scotia,ndp,"NA","NA",ndp,0,0
Male,68,Quebec,Bloc Québécois,"NA",Bloc QuÃ©bÃ©cois,Bloc QuÃ©bÃ©cois,0,0
Female,37,Saskatchewan,ndp,"NA",NDP,NDP,0,0
Female,52,Ontario,Green Party,"NA","NA",Green Party,0,0
Female,53,Nova Scotia,Don't know/ Prefer not to answer,"NA","NA",Don't know/ Prefer not to answer,0,0
Male,70,Ontario,Liberal Party,"NA",Liberal Party,Liberal Party,1,0
Male,50,Ontario,Liberal Party,"NA","NA",Liberal Party,1,0
Male,41,Ontario,Liberal Party,"NA","NA",Liberal Party,1,0
Female,29,Quebec,NA,"NA",Green Party,Green Party,0,0
Female,53,Alberta,Green Party,"NA",Green Party,Green Party,0,0
Male,28,Ontario,Conservative Party,"NA",NDP,NDP,0,0
Male,62,Ontario,Liberal Party,"NA",Liberal Party,Liberal Party,1,0
Female,31,Ontario,Don't know/ Prefer not to answer,"NA","NA",Don't know/ Prefer not to answer,0,0
Female,25,Quebec,Conservative Party,"NA","NA",Conservative Party,0,1
Male,46,Manitoba,Liberal Party,"NA","NA",Liberal Party,1,0
Male,33,Quebec,ndp,"NA",NDP,NDP,0,0
Female,58,Ontario,ndp,"NA","NA",ndp,0,0
Male,33,Ontario,NA,"NA",Green Party,Green Party,0,0
Female,19,Ontario,Green Party,"NA","NA",Green Party,0,0
Female,46,British Columbia,Green Party,"NA","NA",Green Party,0,0
Male,50,Ontario,NA,"NA",Don't know / Prefer not to answer,Don't know / Prefer not to answer,0,0
Male,38,Ontario,Don't know/ Prefer not to answer,"NA","NA",Don't know/ Prefer not to answer,0,0
Male,34,Ontario,Conservative Party,"NA","NA",Conservative Party,0,1
Male,34,Alberta,Conservative Party,"NA",Conservative Party,Conservative Party,0,1
Male,34,Manitoba,NA,"NA",People's Party,People's Party,0,0
Male,24,Ontario,NA,Liberal Party,"NA",Liberal Party,1,0
Female,29,Ontario,Don't know/ Prefer not to answer,"NA",Conservative Party,Conservative Party,0,1
Female,31,Quebec,NA,"NA",Bloc QuÃ©bÃ©cois,Bloc QuÃ©bÃ©cois,0,0
